v,u,w,p
78.4101,-26.2888,6.21002,-9085.73
78.4507,-26.3144,6.1993,-9085
78.491,-26.3393,6.18699,-9084.35
78.531,-26.3648,6.17492,-9084.53
78.5709,-26.3901,6.16262,-9084.83
78.6111,-26.4181,6.15111,-9084.78
78.6516,-26.4479,6.13999,-9083.39
78.6929,-26.4793,6.13874,-9083.21
78.7352,-26.5139,6.13897,-9082.88
78.7786,-26.5503,6.1408,-9083.04
78.8234,-26.5892,6.14393,-9081.62
78.8699,-26.6311,6.14816,-9080.49
78.9181,-26.6754,6.15454,-9079.57
78.9681,-26.7229,6.16279,-9079.3
79.02,-26.7718,6.17214,-9078.33
79.0737,-26.8246,6.18506,-9076.61
79.1292,-26.8785,6.19618,-9076.56
79.1933,-26.9351,6.20789,-9076.24
79.2639,-26.9934,6.21964,-9075.25
79.3361,-27.0535,6.23152,-9075.53
79.4099,-27.1144,6.24244,-9074.27
79.4852,-27.1776,6.25483,-9073.21
79.5615,-27.2436,6.26558,-9071.75
79.6386,-27.3112,6.27669,-9070.88
79.7163,-27.3807,6.28834,-9071.06
79.794,-27.4501,6.2978,-9071.14
79.8714,-27.5205,6.30704,-9070.55
79.9482,-27.5911,6.31477,-9069.24
80.0238,-27.6644,6.32151,-9068.42
80.098,-27.7382,6.32822,-9067.42
80.1702,-27.8122,6.33516,-9067.67
80.2402,-27.8868,6.34137,-9067.69
80.3075,-27.9657,6.34654,-9067.85
80.3723,-28.0619,6.35207,-9067.93
80.4342,-28.1598,6.35652,-9069.33
80.4932,-28.2572,6.36142,-9067.87
80.5493,-28.3544,6.36444,-9067.48
80.6024,-28.4509,6.36711,-9066.35
80.6525,-28.5466,6.36803,-9067.08
80.7,-28.6401,6.36853,-9066.71
80.745,-28.7304,6.36828,-9068.13
80.7878,-28.8196,6.36606,-9068.66
80.8288,-28.9077,6.36228,-9069.68
80.8683,-28.995,6.35732,-9069.13
80.9072,-29.0812,6.3504,-9070.07
80.9464,-29.1642,6.34232,-9072.36
80.9859,-29.245,6.33249,-9074.92
81.0261,-29.3219,6.32082,-9076.75
81.0675,-29.3977,6.30736,-9078.19
81.1103,-29.4711,6.29221,-9077.11
81.1547,-29.5427,6.27711,-9078.15
81.201,-29.6127,6.25975,-9079.24
81.2494,-29.6789,6.23933,-9081.97
81.2999,-29.7444,6.21698,-9081.8
81.3528,-29.8092,6.19219,-9084.03
81.4081,-29.8726,6.16503,-9085.36
81.4656,-29.9333,6.13436,-9086.62
81.5252,-29.9934,6.10291,-9085.62
81.5865,-30.0534,6.06878,-9086.35
81.6493,-30.1129,6.03281,-9086.98
81.7132,-30.1703,5.99599,-9088.88
81.7778,-30.2271,5.95787,-9091.45
81.843,-30.2831,5.9191,-9094.56
81.908,-30.339,5.8807,-9094.44
81.9728,-30.3958,5.84561,-9095.17
82.0368,-30.453,5.81092,-9097.04
82.0997,-30.5087,5.77644,-9100.25
82.1612,-30.5647,5.74232,-9100.49
82.2208,-30.6215,5.70953,-9101.25
82.2787,-30.6816,5.67637,-9103.38
82.3347,-30.7408,5.64568,-9105.67
82.3886,-30.7999,5.6507,-9108.17
82.4406,-30.8568,5.73514,-9109.94
82.4907,-30.9142,5.8237,-9111.03
82.5389,-30.9722,5.91523,-9111.58
82.5853,-31.0289,6.0098,-9113.7
82.6303,-31.083,6.10494,-9116.61
82.674,-31.1353,6.19986,-9121.32
82.7189,-31.1867,6.2943,-9122.23
82.7673,-31.2377,6.40332,-9123.37
82.8147,-31.2878,6.52078,-9123.82
82.8615,-31.3377,6.63567,-9125.48
82.9077,-31.3843,6.74651,-9128.21
82.9536,-31.4338,6.85408,-9127.76
82.9995,-31.4872,6.96002,-9128.39
83.0453,-31.5403,7.06194,-9129.12
83.0914,-31.5932,7.16105,-9129.38
83.1377,-31.6449,7.2584,-9130.38
83.1844,-31.696,7.35184,-9133.24
83.2316,-31.7459,7.44047,-9133.81
83.2793,-31.7911,7.52413,-9134
83.3271,-31.838,7.60369,-9133.69
83.3753,-31.8867,7.67714,-9133.51
83.4237,-31.9337,7.74694,-9134.6
83.472,-31.98,7.81016,-9137.13
83.5203,-32.0252,7.87002,-9138.12
83.5683,-32.0708,7.93858,-9139.14
83.6159,-32.1177,8.01018,-9138.31
83.663,-32.1657,8.07648,-9138.91
83.7094,-32.2141,8.13613,-9140.89
83.7549,-32.2634,8.18942,-9143.24
83.7994,-32.3145,8.23677,-9146.23
83.8429,-32.3698,8.27741,-9147.2
83.8855,-32.4284,8.31048,-9149.2
83.927,-32.4887,8.33828,-9151.72
83.9676,-32.5516,8.35779,-9153.49
84.0072,-32.6138,8.37034,-9153.77
84.0456,-32.6768,8.37239,-9153.6
84.0825,-32.7426,8.36569,-9153.2
84.1177,-32.8097,8.35006,-9154.48
84.1516,-32.8793,8.32531,-9155.09
84.1844,-32.9494,8.2931,-9155.78
84.2166,-33.0202,8.25385,-9156.9
84.2483,-33.0912,8.20943,-9157.39
84.2798,-33.1618,8.16021,-9157.47
84.3112,-33.2328,8.1044,-9156.45
84.3424,-33.3051,8.04238,-9158.88
84.3735,-33.3768,7.995,-9161.33
84.4046,-33.4492,7.9484,-9165.31
84.436,-33.5247,7.90464,-9167.1
84.4679,-33.6002,7.85428,-9168.87
84.5004,-33.676,7.79928,-9172.12
84.5337,-33.7536,7.86164,-9174.01
84.5679,-33.8295,7.95038,-9175.67
84.6031,-33.9052,8.03409,-9176.86
84.6394,-33.9818,8.11367,-9177.67
84.6768,-34.055,8.19565,-9180.14
84.7152,-34.1276,8.30417,-9182.43
84.7546,-34.1974,8.4074,-9182.41
84.7949,-34.2682,8.50653,-9182.35
84.8361,-34.3395,8.60197,-9185.3
84.8783,-34.4093,8.69333,-9187.45
84.9215,-34.4781,8.78182,-9190
84.9656,-34.5453,8.86626,-9190.36
85.0105,-34.612,8.94748,-9190.46
85.0561,-34.6782,9.02414,-9189.99
85.1026,-34.7439,9.09641,-9190.21
85.1495,-34.8064,9.16274,-9190.81
85.1969,-34.8669,9.22391,-9190.66
85.2444,-34.9266,9.28061,-9190.06
85.292,-34.9873,9.32888,-9190.32
85.3394,-35.0496,9.37195,-9190.18
85.3864,-35.113,9.40691,-9191.94
85.4328,-35.1774,9.43416,-9193.49
85.4783,-35.2467,9.45397,-9196.23
85.5228,-35.3204,9.46608,-9196.88
85.5664,-35.3987,9.46996,-9198.41
85.6091,-35.481,9.47845,-9200.53
85.651,-35.5655,9.4944,-9201.89
85.6922,-35.652,9.50648,-9203.85
85.7329,-35.7391,9.51177,-9204.71
85.7731,-35.829,9.51068,-9204.49
85.8132,-35.922,9.50633,-9205.73
85.8535,-36.0151,9.49525,-9207.32
85.8941,-36.1089,9.47983,-9210.02
85.9355,-36.2042,9.4579,-9211.34
85.9783,-36.2994,9.42983,-9211.83
86.0225,-36.3913,9.39876,-9211.17
86.0684,-36.4808,9.36637,-9208.63
86.1161,-36.5679,9.33318,-9208.94
86.1658,-36.6528,9.29929,-9210.08
86.2176,-36.7378,9.26399,-9212.62
86.2717,-36.8222,9.2273,-9216.2
86.3282,-36.9044,9.1884,-9219.27
86.3871,-36.9852,9.14693,-9220.92
86.4484,-37.0624,9.11049,-9220.57
86.5115,-37.1363,9.07116,-9221.65
86.576,-37.2063,9.03088,-9223.46
86.6412,-37.2748,8.98924,-9225.98
86.7069,-37.3416,8.94664,-9231.01
86.7729,-37.4064,8.90305,-9234.93
86.8394,-37.468,8.85802,-9238
86.9065,-37.5258,8.81381,-9238.86
86.9747,-37.5803,8.79457,-9239.57
87.0434,-37.6329,8.85201,-9241.54
87.1122,-37.6802,8.90456,-9244.71
87.1811,-37.7239,8.95343,-9248.31
87.2502,-37.763,8.99816,-9252.4
87.3196,-37.8005,9.0382,-9254.35
87.3895,-37.8363,9.07456,-9256.49
87.4598,-37.8699,9.10683,-9258.99
87.5305,-37.9001,9.13707,-9262.77
87.6013,-37.9289,9.1661,-9266.99
87.672,-37.9584,9.19416,-9269.67
87.7428,-37.987,9.22179,-9272.99
87.8133,-38.015,9.2478,-9276.89
87.8832,-38.0434,9.27253,-9279.68
87.952,-38.0708,9.29574,-9280.85
88.0294,-38.1013,9.31917,-9284.38
88.1053,-38.1321,9.34072,-9288.96
88.1791,-38.1634,9.36162,-9294.65
88.2506,-38.1956,9.38031,-9300.47
88.3194,-38.2275,9.39743,-9306.31
88.3856,-38.2615,9.41161,-9310.06
88.4489,-38.2971,9.42372,-9317.05
88.5096,-38.3324,9.43308,-9323.21
88.5675,-38.3686,9.43927,-9330.07
88.6229,-38.4044,9.44165,-9337.55
88.676,-38.4409,9.44007,-9340.74
88.7271,-38.4749,9.43451,-9346.47
88.7766,-38.5096,9.42587,-9349.13
88.8248,-38.5426,9.41369,-9354.83
88.8722,-38.5737,9.39843,-9360.07
88.9194,-38.6036,9.38058,-9365.46
88.9669,-38.6328,9.36037,-9372.59
89.0153,-38.66,9.33772,-9377.45
89.065,-38.6858,9.3139,-9384.46
89.1164,-38.71,9.28802,-9389.75
89.1696,-38.7308,9.2615,-9395.55
89.225,-38.7498,9.23418,-9400.91
89.2827,-38.7661,9.2069,-9407.97
89.3428,-38.7774,9.17948,-9413.42
89.4053,-38.7854,9.15252,-9418.6
89.4702,-38.7894,9.12574,-9422.23
89.5373,-38.7876,9.09948,-9426.16
89.6064,-38.7817,9.07425,-9429.79
89.6843,-38.7719,9.05033,-9433.74
89.7676,-38.7576,9.02666,-9437.47
89.8527,-38.7412,9.00502,-9442.52
89.9394,-38.7221,8.98489,-9448.81
90.0272,-38.7013,8.96571,-9452.65
90.1157,-38.6803,8.9496,-9458.08
90.2043,-38.6578,8.93239,-9463.36
90.2922,-38.635,8.9173,-9467.92
90.3789,-38.6117,8.90332,-9473
90.4636,-38.5884,8.88883,-9476.35
90.5457,-38.5661,8.87572,-9481.33
90.6247,-38.5446,8.8614,-9484.94
90.7003,-38.5259,8.84741,-9490.13
90.7722,-38.5092,8.83186,-9494.6
90.8404,-38.4957,8.81512,-9498.92
90.9053,-38.4854,8.79928,-9504.26
90.967,-38.492,8.78641,-9508.05
91.0259,-38.5129,8.77271,-9511.37
91.0824,-38.5347,8.75744,-9514.06
91.1368,-38.5569,8.74067,-9517.28
91.1896,-38.5807,8.72338,-9521.38
91.2413,-38.6056,8.70565,-9525.97
91.2926,-38.6311,8.68596,-9531.12
91.344,-38.6576,8.66642,-9534.43
91.3959,-38.683,8.64704,-9537.6
91.4484,-38.7079,8.62716,-9540.75
91.5016,-38.7314,8.60807,-9544.27
91.5553,-38.7538,8.58974,-9549.35
91.6095,-38.7752,8.57203,-9554.38
91.6642,-38.7969,8.55538,-9559.49
91.7194,-38.8194,8.53928,-9564.36
91.7749,-38.8421,8.52376,-9568.48
91.8306,-38.8638,8.50881,-9572.88
91.886,-38.8842,8.49483,-9575.35
91.9409,-38.9043,8.48037,-9577.71
91.995,-38.9236,8.46583,-9579.39
92.048,-38.942,8.45091,-9583.52
92.0996,-38.959,8.43516,-9585.69
92.1497,-38.9774,8.41917,-9588.49
92.1981,-38.9985,8.40222,-9590.6
92.2447,-39.0234,8.38488,-9593.99
92.2896,-39.0505,8.36726,-9599.09
92.3329,-39.0783,8.35019,-9602.53
92.3749,-39.1051,8.33197,-9605.89
92.4156,-39.1338,8.31436,-9609.43
92.4551,-39.161,8.29792,-9612.53
92.4936,-39.1866,8.28123,-9616.31
92.5313,-39.2132,8.25265,-9620.43
92.5684,-39.2374,8.22269,-9624.05
92.6053,-39.2625,8.19597,-9628.17
92.6422,-39.2879,8.17288,-9631.79
92.6791,-39.3126,8.15231,-9634.03
92.7162,-39.3382,8.13533,-9635.95
92.7532,-39.362,8.11852,-9638.14
92.7899,-39.3827,8.10558,-9642.21
92.826,-39.4007,8.09831,-9641.75
92.8609,-39.4169,8.09062,-9643.24
92.8942,-39.433,8.08389,-9646.54
92.9258,-39.4492,8.07598,-9651.93
92.9556,-39.4645,8.06888,-9657.67
92.9839,-39.4792,8.06168,-9661.87
93.0105,-39.4949,8.05423,-9663.78
93.0358,-39.5107,8.04724,-9667.52
93.0598,-39.5256,8.03932,-9670.32
93.0825,-39.5374,8.03204,-9672.92
93.1039,-39.5489,8.02373,-9674.52
93.1243,-39.5589,8.01542,-9675.78
93.1436,-39.5688,8.0063,-9678.88
93.1618,-39.5774,7.99671,-9680.11
93.1789,-39.5846,7.98628,-9680.21
93.1949,-39.5924,7.97511,-9683.66
93.2099,-39.6,7.96391,-9684.11
93.2239,-39.6076,7.95089,-9686.74
93.2369,-39.6146,7.93745,-9687.36
93.2488,-39.6197,7.92322,-9688.03
93.2595,-39.6239,7.90917,-9687.09
93.2686,-39.6286,7.89433,-9688.21
93.2763,-39.6324,7.87923,-9689.87
93.2824,-39.6365,7.86324,-9692.69
93.2871,-39.6406,7.84754,-9694.15
93.2904,-39.6439,7.83166,-9695.95
93.2926,-39.6477,7.81569,-9696.88
93.2937,-39.6503,7.79966,-9698.99
93.2939,-39.6525,7.78349,-9700.83
93.2935,-39.6542,7.76747,-9702.81
93.293,-39.6541,7.75171,-9705.34
93.2924,-39.6523,7.73515,-9706.06
93.2919,-39.6478,7.71882,-9705.57
93.2916,-39.6432,7.70203,-9705.95
93.2915,-39.6363,7.68485,-9706.53
93.2914,-39.6283,7.66711,-9708.46
93.2914,-39.6185,7.64908,-9710.31
93.2915,-39.6061,7.62959,-9710.28
93.2913,-39.5923,7.60976,-9709.28
93.2904,-39.5765,7.58961,-9709.65
93.2885,-39.5604,7.56876,-9710.87
93.2852,-39.5428,7.54703,-9713.03
93.2805,-39.5264,7.52553,-9717.3
93.2744,-39.5105,7.50289,-9719.43
93.267,-39.4952,7.47925,-9721.39
93.2583,-39.4796,7.45636,-9722.08
93.2483,-39.4635,7.43254,-9722.81
93.237,-39.4447,7.40884,-9722.03
93.2241,-39.4244,7.38511,-9723.17
93.2096,-39.4037,7.36042,-9722.21
93.1936,-39.3832,7.33696,-9722.46
93.1763,-39.3623,7.31211,-9724.12
93.1577,-39.3426,7.28687,-9724.63
93.1384,-39.3203,7.25987,-9725.67
93.1183,-39.297,7.2313,-9725.59
93.0975,-39.2729,7.2019,-9722.59
93.0761,-39.2472,7.17184,-9721.92
93.0538,-39.2206,7.142,-9720.31
93.0306,-39.191,7.11229,-9720.2
93.0065,-39.1616,7.08167,-9719.59
92.9816,-39.1321,7.05183,-9719.14
92.9559,-39.1026,7.02155,-9718.35
92.9295,-39.0734,6.99276,-9718.41
92.9023,-39.0425,6.9627,-9719.1
92.8742,-39.0124,6.93332,-9718.55
92.8452,-38.9809,6.90292,-9718.69
92.8155,-38.9506,6.87188,-9718.08
92.7852,-38.9189,6.84043,-9719.72
92.7546,-38.8861,6.80716,-9718.51
92.7238,-38.8534,6.77331,-9719.02
92.6932,-38.8182,6.73699,-9717.53
92.6627,-38.7822,6.71074,-9716.22
92.6324,-38.7449,6.68545,-9715.31
92.6024,-38.7049,6.65789,-9713.67
92.5729,-38.6645,6.62789,-9712.22
92.5438,-38.6223,6.59807,-9710.44
92.5147,-38.5779,6.56877,-9709.85
92.4853,-38.5332,6.54189,-9707.6
92.4552,-38.4884,6.51411,-9709.28
92.4247,-38.443,6.48724,-9709.99
92.3936,-38.3983,6.46188,-9711.85
92.3624,-38.3532,6.43527,-9712.53
92.331,-38.3084,6.41043,-9714.08
92.2996,-38.2618,6.38472,-9713.96
92.2681,-38.2123,6.35837,-9713.28
92.2362,-38.1648,6.33178,-9712.95
92.2041,-38.1171,6.30444,-9711.06
92.1719,-38.0658,6.27676,-9712.03
92.1395,-38.0134,6.24843,-9710.74
92.1065,-37.9584,6.21838,-9709.43
92.0726,-37.9015,6.18581,-9707.12
92.0376,-37.8446,6.15232,-9706.14
92.0013,-37.7877,6.11603,-9704.88
91.9639,-37.7317,6.07911,-9705.73
91.9326,-37.676,6.0395,-9706.61
91.9052,-37.6222,5.99904,-9706.95
91.8775,-37.5694,5.95677,-9706.52
91.8495,-37.5176,5.91431,-9705.26
91.8214,-37.4668,5.87147,-9704.95
91.7932,-37.4173,5.82796,-9704.4
91.7648,-37.3969,5.78376,-9703.34
91.7364,-37.3767,5.74044,-9701.67
91.708,-37.3559,5.69602,-9700.44
91.6796,-37.3349,5.66434,-9697.22
91.6512,-37.3136,5.64311,-9694.89
91.6226,-37.2928,5.62007,-9693.27
91.5936,-37.2724,5.59646,-9692.26
91.5641,-37.2541,5.57431,-9692.34
91.5338,-37.2356,5.55095,-9691.91
91.5023,-37.2174,5.52711,-9691.87
91.4694,-37.2004,5.50497,-9691.81
91.4346,-37.1849,5.48309,-9690.63
91.3977,-37.1719,5.46166,-9690.7
91.3586,-37.158,5.43996,-9690.78
91.3171,-37.1408,5.42124,-9689.52
91.2732,-37.1233,5.40152,-9687.24
91.2269,-37.1054,5.38284,-9683.81
91.1783,-37.0868,5.36366,-9680.67
91.1275,-37.0689,5.34521,-9680.46
91.0751,-37.0515,5.32513,-9680.93
91.0215,-37.035,5.3038,-9681.7
90.9674,-37.0183,5.28116,-9681.72
90.9133,-37.0036,5.25693,-9678.54
90.8596,-36.99,5.23206,-9676.38
90.8067,-36.9756,5.20462,-9674.68
90.7549,-36.9593,5.17672,-9673.56
90.7042,-36.9409,5.14627,-9670.07
90.6547,-36.921,5.14228,-9665.44
90.6062,-36.8979,5.16513,-9661.92
90.5587,-36.8711,5.18771,-9657.76
90.5114,-36.8433,5.21019,-9655.07
90.4643,-36.814,5.2314,-9651.42
90.4171,-36.7827,5.25105,-9651.01
90.3698,-36.7495,5.26938,-9650.21
90.3225,-36.7152,5.28562,-9648.11
90.275,-36.6807,5.30014,-9645.52
90.2274,-36.6459,5.31211,-9642.62
90.1796,-36.6118,5.3229,-9640.99
90.1318,-36.5758,5.33193,-9639.6
90.084,-36.5385,5.33931,-9637.87
90.0365,-36.4999,5.34518,-9635.3
89.9891,-36.4627,5.3492,-9632.1
89.9418,-36.4267,5.35249,-9630.32
89.8946,-36.3915,5.35466,-9630.24
89.8478,-36.3571,5.35546,-9631.17
89.8013,-36.3233,5.35537,-9631.22
89.7555,-36.2909,5.35399,-9630.3
89.7102,-36.2598,5.35126,-9627.6
89.6652,-36.229,5.34874,-9624.81
89.6203,-36.1979,5.345,-9622.17
89.5752,-36.1662,5.34099,-9620.49
89.5298,-36.134,5.33669,-9618.06
89.4838,-36.1033,5.33148,-9616.22
89.4372,-36.0745,5.3263,-9614.31
89.3899,-36.0466,5.32047,-9612.39
89.342,-36.0185,5.31479,-9611.67
89.2935,-35.9903,5.30937,-9608.74
89.2444,-35.9626,5.30402,-9606.06
89.1947,-35.9354,5.29992,-9603.71
89.1446,-35.9061,5.2953,-9602.46
89.0942,-35.8771,5.2927,-9601.42
89.0439,-35.8469,5.29236,-9600.38
88.994,-35.8185,5.29268,-9598.6
88.945,-35.7889,5.29346,-9597.28
88.8971,-35.7608,5.29702,-9597.6
88.8508,-35.7301,5.30127,-9594.79
88.8063,-35.6979,5.30636,-9591.81
88.7638,-35.663,5.31262,-9588.95
88.7232,-35.6257,5.31897,-9583.88
88.6839,-35.5868,5.32501,-9581.63
88.6456,-35.5477,5.33086,-9578.92
88.6082,-35.5073,5.33552,-9578.26
88.5717,-35.4667,5.33982,-9578.77
88.5357,-35.4252,5.34253,-9577.68
88.4998,-35.3851,5.34457,-9575.43
88.4638,-35.3476,5.34523,-9572.99
88.4272,-35.3118,5.34502,-9573.02
88.3896,-35.2765,5.34373,-9573.11
88.3508,-35.2416,5.3414,-9572.9
88.3108,-35.2077,5.33681,-9569.86
88.2695,-35.1755,5.33193,-9566.93
88.2268,-35.1434,5.32547,-9563.73
88.1825,-35.1111,5.31802,-9561.42
88.1366,-35.0788,5.30965,-9559.38
88.0895,-35.0465,5.30025,-9559.18
88.0413,-35.0173,5.29043,-9558.75
87.9924,-34.9886,5.27991,-9558.57
87.9434,-34.9616,5.26949,-9558.1
87.8944,-34.9363,5.25909,-9558.99
87.8458,-34.9124,5.24945,-9557.99
87.7979,-34.8896,5.23928,-9558.65
87.751,-34.8665,5.23012,-9558.87
87.7052,-34.8423,5.22176,-9559.08
87.6604,-34.8184,5.2142,-9557.39
87.6167,-34.7958,5.20865,-9556.77
87.574,-34.7732,5.20771,-9557.53
87.5323,-34.7505,5.21116,-9558.85
87.4915,-34.7259,5.21494,-9560.03
87.4514,-34.7004,5.21898,-9558
87.4119,-34.6751,5.22347,-9557.38
87.3724,-34.6512,5.22792,-9556.99
87.3328,-34.628,5.23228,-9557.6
87.2929,-34.6045,5.23626,-9560.24
87.2528,-34.5821,5.24053,-9562.42
87.2127,-34.5602,5.24428,-9563.21
87.1727,-34.5399,5.2481,-9562.32
87.1329,-34.5215,5.25086,-9562.24
87.0931,-34.5035,5.25354,-9563.01
87.0536,-34.4865,5.25588,-9563.18
87.0143,-34.4707,5.25774,-9564.58
86.9747,-34.4565,5.25927,-9564.7
86.935,-34.4442,5.25975,-9565.32
86.895,-34.4321,5.26052,-9564.87
86.8547,-34.4192,5.26059,-9564.01
86.8141,-34.405,5.261,-9562.85
86.7733,-34.392,5.26108,-9562.07
86.7328,-34.38,5.26105,-9562.97
86.6944,-34.368,5.26119,-9564.89
86.6562,-34.3558,5.26085,-9565.85
86.6185,-34.3441,5.26109,-9566.24
86.5813,-34.333,5.26146,-9564.06
86.5449,-34.3225,5.26212,-9562.7
86.5093,-34.3118,5.26322,-9562.57
86.4746,-34.2993,5.2652,-9561.63
86.4407,-34.2862,5.26782,-9560.51
86.4076,-34.2735,5.27107,-9558.38
86.3755,-34.2617,5.27437,-9556.1
86.3443,-34.2489,5.27829,-9554.65
86.3138,-34.2359,5.28316,-9552.11
86.284,-34.2222,5.28832,-9549.23
86.2548,-34.208,5.29443,-9546.6
86.226,-34.1942,5.30038,-9544.13
86.1976,-34.1809,5.30622,-9542.38
86.1695,-34.1677,5.31242,-9540.17
86.1416,-34.1547,5.31838,-9538.83
86.114,-34.142,5.3242,-9536.67
86.0865,-34.1295,5.33015,-9534.42
86.0592,-34.1173,5.3355,-9531.88
86.0319,-34.1051,5.34067,-9529.74
86.0047,-34.0936,5.34622,-9527.98
85.9776,-34.0837,5.35124,-9527.38
85.9507,-34.0746,5.35518,-9525.88
85.9241,-34.067,5.35939,-9523.96
85.898,-34.0595,5.36311,-9522.03
85.8722,-34.0519,5.3663,-9518.47
85.8468,-34.0449,5.36877,-9514.47
85.8218,-34.0389,5.37069,-9510.84
85.7973,-34.0311,5.36295,-9507.53
85.7731,-34.024,5.34392,-9504.87
85.7493,-34.0207,5.30802,-9500.92
85.7259,-34.015,5.27887,-9497.74
85.7031,-34.0079,5.25055,-9493.74
85.6806,-33.9997,5.22353,-9490.21
85.6585,-33.9916,5.19969,-9485.26
85.6367,-33.9838,5.17779,-9480.46
85.6151,-33.9778,5.15885,-9479.01
85.5936,-33.9745,5.14192,-9475.49
85.5723,-33.9724,5.12683,-9474.28
85.5512,-33.9735,5.1139,-9471.74
85.5302,-33.9761,5.10247,-9468.36
85.5091,-33.9786,5.09261,-9463.24
85.4879,-33.9803,5.08355,-9459.28
85.4663,-33.9802,5.07597,-9454.07
85.444,-33.9789,5.0692,-9450.01
85.4258,-33.9781,5.06261,-9447.78
85.4144,-33.9771,5.05697,-9447.63
85.4022,-33.9769,5.05169,-9447.72
85.3894,-33.9768,5.04638,-9448.59
85.3762,-33.9778,5.0421,-9447.96
85.3625,-33.9796,5.03841,-9446.31
85.3487,-33.9811,5.03501,-9445.78
85.3347,-33.9825,5.03171,-9445.17
85.3206,-33.9835,5.02869,-9443.84
85.3068,-33.984,5.02566,-9442.01
85.2934,-33.9846,5.0221,-9440.38
85.2807,-33.9853,5.0185,-9437.94
85.2687,-33.9848,5.0143,-9435.55
85.2573,-33.9848,5.01074,-9432.62
85.2465,-33.9847,5.00615,-9429.85
85.2363,-33.9861,5.00133,-9427.63
85.2265,-33.9878,4.996,-9427.34
85.2171,-33.9902,4.98993,-9425.35
85.208,-33.9933,4.98407,-9424.38
85.199,-33.9966,4.97838,-9421.66
85.1898,-34.001,4.97286,-9419.24
85.1802,-34.005,4.96698,-9418.08
85.17,-34.0094,4.96145,-9416.2
85.1591,-34.0118,4.95563,-9415.28
85.1475,-34.0147,4.9494,-9413.9
85.1351,-34.0165,4.94281,-9411.62
85.122,-34.0183,4.93623,-9409.44
85.1082,-34.0192,4.92865,-9407.87
85.0939,-34.0182,4.92119,-9406.26
85.0794,-34.0165,4.91243,-9405
85.0648,-34.0133,4.9036,-9402.78
85.0504,-34.0089,4.89367,-9400.52
85.0364,-34.0023,4.88246,-9398.75
85.0229,-33.9932,4.87184,-9396.78
85.0102,-33.9814,4.85938,-9393.76
84.9982,-33.9698,4.84712,-9392.05
84.9871,-33.9567,4.83503,-9390.4
84.9769,-33.9431,4.82232,-9388.99
84.9675,-33.9287,4.80984,-9388.75
84.9591,-33.9136,4.79708,-9387.78
84.9514,-33.8995,4.78463,-9385.45
84.9443,-33.8847,4.77188,-9384.41
84.9375,-33.8702,4.75899,-9382.67
84.9308,-33.8551,4.747,-9382.62
84.9238,-33.8397,4.73453,-9380.83
84.9162,-33.8237,4.72199,-9380
84.9077,-33.8081,4.71039,-9378.07
84.8979,-33.7925,4.70371,-9376.13
84.8866,-33.7767,4.69732,-9375.21
84.8737,-33.7604,4.69095,-9373.04
84.8596,-33.7431,4.68457,-9371.46
84.8444,-33.7254,4.67832,-9368.77
84.8285,-33.7066,4.68163,-9367.19
84.8119,-33.688,4.69875,-9364.83
84.795,-33.6684,4.71672,-9362.78
84.7781,-33.6487,4.73588,-9362
84.7615,-33.6286,4.75411,-9361.04
84.7456,-33.6089,4.77352,-9359.23
84.7304,-33.5888,4.79219,-9357.83
84.7161,-33.5685,4.81148,-9355.08
84.7027,-33.5471,4.83139,-9353.63
84.69,-33.525,4.85085,-9350.32
84.678,-33.5021,4.86995,-9348.28
84.6664,-33.4785,4.88985,-9346.08
84.6551,-33.4558,4.90981,-9344.29
84.6439,-33.4335,4.92984,-9343.99
84.6328,-33.4116,4.94971,-9342.03
84.6215,-33.3911,4.97015,-9341.64
84.6099,-33.3711,4.98991,-9339.91
84.5979,-33.3518,5.00978,-9337.51
84.5853,-33.3319,5.02967,-9334.89
84.5719,-33.3114,5.04959,-9332.67
84.5573,-33.2903,5.06898,-9330.17
84.5414,-33.2696,5.08861,-9327.5
84.5243,-33.2505,5.10735,-9325.75
84.5059,-33.2318,5.12633,-9325.28
84.4865,-33.2133,5.14369,-9324.26
84.4662,-33.1942,5.16178,-9322.35
84.4451,-33.1753,5.17709,-9318.32
84.4232,-33.156,5.19352,-9315.61
84.4005,-33.1362,5.20827,-9312.98
84.377,-33.116,5.22235,-9311.7
84.3527,-33.0958,5.23575,-9309.88
84.3281,-33.0758,5.24802,-9309.75
84.3032,-33.0571,5.25918,-9307.8
84.2783,-33.0388,5.2701,-9305.94
84.2533,-33.0205,5.27903,-9303.04
84.2283,-33.0023,5.28798,-9301.24
84.2031,-32.9814,5.29651,-9297.85
84.1778,-32.9624,5.30271,-9295.96
84.1521,-32.9442,5.3091,-9292.92
84.1261,-32.9274,5.31457,-9291.35
84.0998,-32.9122,5.31914,-9290.65
84.0733,-32.9013,5.32379,-9288.35
84.0465,-32.8952,5.32717,-9285.66
84.0193,-32.8883,5.33144,-9281.55
83.9915,-32.8818,5.3337,-9278.72
83.9629,-32.8752,5.33703,-9275.88
83.9334,-32.8674,5.34007,-9274.21
83.903,-32.8587,5.34182,-9273.5
83.8719,-32.8497,5.34458,-9271.66
83.8401,-32.8406,5.34702,-9269.85
83.8077,-32.8316,5.34916,-9268.39
83.7748,-32.8227,5.35168,-9266.53
83.7413,-32.8131,5.35351,-9265.99
83.7074,-32.8029,5.35598,-9264.85
83.6733,-32.792,5.35786,-9263.74
