v,u,w,p
75.6548,-29.821,5.9661,-7024.83
75.7138,-29.8904,6.0219,-7019.45
75.7737,-29.9593,6.08092,-7017.32
75.8342,-30.0276,6.14256,-7017.65
75.8955,-30.0959,6.20846,-7020.67
75.9583,-30.1625,6.27714,-7019.53
76.0223,-30.2292,6.34841,-7018.67
76.0873,-30.2957,6.41948,-7016.59
76.1524,-30.3614,6.4902,-7016.62
76.2177,-30.4268,6.55903,-7017.71
76.2832,-30.4931,6.62451,-7016.17
76.3491,-30.5591,6.68617,-7013.81
76.4151,-30.6235,6.74401,-7009.72
76.4803,-30.682,6.79801,-7004.34
76.5438,-30.7382,6.84995,-6998.77
76.6046,-30.7926,6.89879,-6996.65
76.6623,-30.8482,6.94608,-6998.96
76.7172,-30.9057,6.99224,-7001.84
76.7697,-30.9664,7.03833,-7003.28
76.8201,-31.0294,7.08446,-7004.9
76.868,-31.0943,7.1322,-7005.08
76.9132,-31.1587,7.18206,-7007.72
76.9558,-31.2243,7.23385,-7008.03
76.9959,-31.2907,7.28743,-7011.64
77.0338,-31.3587,7.34335,-7011.86
77.0702,-31.4268,7.4007,-7014.68
77.1055,-31.4923,7.4595,-7015.71
77.1402,-31.556,7.51924,-7016.09
77.1745,-31.6183,7.58514,-7017.67
77.2088,-31.6813,7.65795,-7020.59
77.2436,-31.747,7.73216,-7025.67
77.2801,-31.8134,7.80836,-7031.61
77.3193,-31.8794,7.88328,-7034.8
77.3616,-31.9439,7.95791,-7033.19
77.4064,-32.005,8.03042,-7033.57
77.4532,-32.0608,8.09836,-7036.37
77.5017,-32.1131,8.16445,-7039.7
77.5514,-32.1651,8.22668,-7044.96
77.6024,-32.2201,8.28429,-7053.11
77.6548,-32.2755,8.33804,-7061.7
77.7086,-32.332,8.3893,-7068.95
77.7632,-32.3911,8.43796,-7074.06
77.8182,-32.4498,8.48422,-7079.83
77.8733,-32.5059,8.53094,-7087.03
77.9282,-32.558,8.57846,-7089.51
77.9822,-32.6087,8.6261,-7092.43
78.0347,-32.6584,8.67308,-7097.03
78.0855,-32.7077,8.72012,-7103.79
78.1346,-32.7585,8.76631,-7110.56
78.1828,-32.8117,8.81221,-7116.21
78.2302,-32.8655,8.85808,-7122.28
78.2764,-32.9183,8.90185,-7125.35
78.3211,-32.9708,8.94453,-7128.33
78.3641,-33.0225,8.99949,-7132.74
78.4066,-33.0747,9.05299,-7138.4
78.4494,-33.1273,9.09997,-7145.61
78.4932,-33.1851,9.1394,-7150
78.5387,-33.2448,9.17191,-7154.41
78.5863,-33.3045,9.20144,-7158.93
78.636,-33.3619,9.22426,-7161.18
78.6875,-33.4196,9.24298,-7162.44
78.7402,-33.4768,9.2604,-7166.96
78.7938,-33.5338,9.27741,-7171.37
78.8483,-33.5925,9.29646,-7176.85
78.9038,-33.6541,9.31608,-7181.76
78.9603,-33.7167,9.33606,-7186.74
79.0177,-33.7804,9.35491,-7190.1
79.0761,-33.8423,9.37122,-7191.92
79.1352,-33.9006,9.38307,-7193.04
79.1948,-33.9568,9.38989,-7194.01
79.2544,-34.012,9.38975,-7195.64
79.3141,-34.0695,9.38381,-7198.96
79.3744,-34.1293,9.37177,-7203.96
79.4359,-34.19,9.35586,-7206.07
79.4992,-34.2492,9.33517,-7205.47
79.5641,-34.3058,9.31146,-7202.36
79.6297,-34.3581,9.2848,-7198.61
79.6953,-34.408,9.25463,-7198.52
79.7606,-34.4586,9.22173,-7201.42
79.8292,-34.5107,9.19154,-7204.95
79.9027,-34.5653,9.161,-7209.01
79.9771,-34.62,9.12794,-7210.56
80.0519,-34.675,9.09316,-7209.66
80.1265,-34.7301,9.0602,-7212.03
80.2006,-34.7837,9.02763,-7213.47
80.2743,-34.8346,8.996,-7216.46
80.3481,-34.8852,8.96864,-7218.08
80.4221,-34.9293,8.9399,-7218.45
80.4957,-34.9775,8.91329,-7219.1
80.5687,-35.0194,8.889,-7222.11
80.6413,-35.064,8.86516,-7228.35
80.7143,-35.1093,8.84126,-7231.46
80.7885,-35.1565,8.81652,-7237.19
80.8642,-35.2042,8.79445,-7237.64
80.9411,-35.2489,8.81798,-7238.76
81.019,-35.2914,8.84037,-7239.26
81.0971,-35.3314,8.8607,-7241.01
81.1752,-35.3732,8.8793,-7245.31
81.2533,-35.4176,8.89577,-7250.28
81.3318,-35.4641,8.91098,-7256.16
81.4111,-35.5114,8.92485,-7260.63
81.4911,-35.5599,8.93851,-7263.31
81.5713,-35.6098,8.95165,-7265.76
81.6514,-35.6611,8.96517,-7270.71
81.7316,-35.7143,8.97815,-7275.69
81.8127,-35.7689,8.99238,-7280.7
81.8952,-35.8219,9.0063,-7282.15
81.979,-35.8729,9.02005,-7281.62
82.0634,-35.9206,9.03293,-7282.58
82.1476,-35.9673,9.04735,-7286.17
82.2319,-36.0157,9.05994,-7294.43
82.3175,-36.0673,9.0716,-7303.14
82.4056,-36.1228,9.0799,-7310.46
82.4972,-36.1771,9.08563,-7315.13
82.592,-36.2278,9.08897,-7316.37
82.6889,-36.2739,9.08911,-7317.21
82.7872,-36.3167,9.0875,-7322.28
82.8864,-36.3567,9.08163,-7330.46
82.9872,-36.3956,9.07475,-7337.91
83.0895,-36.4332,9.06477,-7343.99
83.1931,-36.4717,9.0531,-7349.26
83.2974,-36.5083,9.04007,-7354.6
83.4018,-36.5409,9.02437,-7361.04
83.5062,-36.5692,9.00754,-7367.64
83.6099,-36.5979,8.99032,-7371.71
83.7128,-36.6256,8.97117,-7378.78
83.8147,-36.6528,8.95164,-7385.94
83.9156,-36.6769,8.93115,-7393.59
84.0154,-36.7045,8.90914,-7398.21
84.1139,-36.7675,8.88758,-7404.28
84.2109,-36.8288,8.86461,-7410.63
84.3061,-36.8886,8.8413,-7417.08
84.3997,-36.9485,8.81697,-7422.6
84.4916,-37.0087,8.78989,-7429.3
84.5818,-37.0713,8.76257,-7435.14
84.6704,-37.1316,8.73346,-7440.46
84.7576,-37.1927,8.72323,-7445.64
84.8427,-37.253,8.75815,-7448.62
84.9254,-37.3173,8.78002,-7455.08
85.0061,-37.3837,8.79721,-7464.02
85.0852,-37.4516,8.80577,-7466.96
85.1626,-37.5232,8.81125,-7471.67
85.2385,-37.5943,8.80614,-7475.98
85.3129,-37.6647,8.79741,-7484.03
85.386,-37.7327,8.78361,-7485.56
85.4583,-37.7979,8.76565,-7491.58
85.5298,-37.8585,8.74504,-7494.6
85.6008,-37.9168,8.72292,-7498.97
85.6718,-37.9728,8.69809,-7504.05
85.743,-38.0233,8.6737,-7506.62
85.8144,-38.0679,8.64883,-7509.7
85.8858,-38.1092,8.62433,-7511.07
85.9562,-38.1465,8.60019,-7514.91
86.025,-38.1818,8.57501,-7520.86
86.092,-38.2179,8.55105,-7526.64
86.1572,-38.254,8.5278,-7531.99
86.2201,-38.2905,8.50442,-7535.85
86.2801,-38.3263,8.48121,-7539.08
86.3369,-38.3626,8.45834,-7542.9
86.3904,-38.3983,8.43578,-7546.53
86.441,-38.4338,8.41433,-7548.66
86.4892,-38.467,8.39184,-7549.71
86.5348,-38.4959,8.36975,-7548.78
86.5775,-38.5199,8.34824,-7549.27
86.6171,-38.541,8.32661,-7551.39
86.6541,-38.5599,8.30604,-7556.42
86.689,-38.5782,8.28446,-7561.01
86.7225,-38.5972,8.2632,-7565.83
86.7549,-38.6153,8.24163,-7570.07
86.7862,-38.6295,8.22002,-7573.9
86.8163,-38.6415,8.19878,-7577
86.8451,-38.6496,8.17694,-7579.31
86.8719,-38.657,8.15345,-7583.38
86.8963,-38.6628,8.12893,-7585.87
86.918,-38.6685,8.10323,-7590.04
86.9368,-38.6751,8.07658,-7592.85
86.9526,-38.6818,8.04884,-7596.43
86.9654,-38.6875,8.01951,-7600.53
86.9755,-38.6915,7.98825,-7602.31
86.9829,-38.6945,7.95655,-7604.81
86.988,-38.6937,7.92373,-7607.79
86.9914,-38.6905,7.89017,-7611.56
86.9938,-38.6858,7.85621,-7615.21
86.9958,-38.6773,7.82163,-7617.71
86.9981,-38.6661,7.78707,-7620.64
87.0008,-38.6506,7.75328,-7622.98
87.0041,-38.6303,7.71904,-7625.75
87.0078,-38.6062,7.6849,-7627.1
87.0115,-38.5785,7.64985,-7628.92
87.0145,-38.5482,7.61435,-7632.35
87.0164,-38.5148,7.57764,-7635.42
87.0168,-38.4814,7.53973,-7639.78
87.0158,-38.4453,7.50197,-7643.82
87.0129,-38.4076,7.47028,-7646.89
87.008,-38.3674,7.43782,-7649.07
87.0006,-38.3247,7.4046,-7652.8
86.9907,-38.2801,7.37154,-7656.09
86.9783,-38.2338,7.33787,-7659.71
86.9637,-38.1864,7.30438,-7662.61
86.947,-38.1365,7.27122,-7664.94
86.9282,-38.0837,7.23852,-7665.79
86.9072,-38.0275,7.20651,-7668.28
86.884,-37.9683,7.17428,-7669.42
86.8586,-37.9064,7.1416,-7670.6
86.8307,-37.8407,7.10947,-7671.28
86.8006,-37.7736,7.07759,-7671.59
86.7837,-37.7059,7.04583,-7671.71
86.7753,-37.6378,7.01344,-7671.31
86.7653,-37.5657,6.98072,-7668.23
86.7536,-37.4896,6.9487,-7663.33
86.7397,-37.4093,6.91597,-7660.38
86.7234,-37.3259,6.88288,-7658.47
86.7046,-37.2467,6.84914,-7657.43
86.6832,-37.1696,6.81318,-7656.38
86.6594,-37.0965,6.77593,-7655.76
86.6333,-37.0238,6.7368,-7653.04
86.6049,-36.9497,6.69605,-7648.03
86.5744,-36.8741,6.65356,-7644.12
86.5419,-36.7963,6.60847,-7643.77
86.5077,-36.7185,6.56155,-7642.31
86.4721,-36.6403,6.51225,-7642.55
86.4354,-36.5618,6.46195,-7641.05
86.3977,-36.4806,6.41021,-7639.56
86.3594,-36.397,6.35764,-7638.62
86.3214,-36.3098,6.30356,-7636.23
86.284,-36.2177,6.25046,-7633.64
86.2472,-36.1221,6.19587,-7628.74
86.2109,-36.0229,6.14125,-7626.71
86.1749,-35.9155,6.08604,-7623.6
86.1385,-35.8039,6.02919,-7618.94
86.1013,-35.689,5.97164,-7616.46
86.0626,-35.5707,5.91767,-7614.06
86.0219,-35.4534,5.86916,-7612.31
85.9791,-35.336,5.81922,-7611.1
85.9345,-35.2176,5.76827,-7607.06
85.908,-35.0973,5.71726,-7602.45
85.8792,-34.9758,5.66592,-7596.91
85.8474,-34.8536,5.61397,-7593.22
85.8125,-34.7328,5.56135,-7591.64
85.7745,-34.6138,5.50785,-7589.66
85.7338,-34.4977,5.45367,-7586.89
85.6907,-34.3809,5.39823,-7582.3
85.645,-34.2633,5.34209,-7577.86
85.5972,-34.1726,5.28464,-7576.84
85.5475,-34.0814,5.22672,-7574.07
85.4962,-33.9872,5.16845,-7571.9
85.4434,-33.8921,5.10997,-7569.81
85.3893,-33.7938,5.05466,-7567.98
85.3338,-33.6965,4.99762,-7566.94
85.2768,-33.5968,4.94089,-7564.59
85.2182,-33.496,4.88537,-7560.6
85.1575,-33.3936,4.83025,-7558.45
85.0945,-33.2906,4.77607,-7555.88
85.0285,-33.1872,4.7219,-7553.07
84.9596,-33.0853,4.67793,-7550.36
84.8878,-32.9815,4.63502,-7549.31
84.8136,-32.8806,4.58984,-7543.1
84.7372,-32.7774,4.54353,-7540.1
84.6588,-32.6763,4.49399,-7534.43
84.5783,-32.5742,4.43782,-7529.19
84.496,-32.4725,4.37902,-7523.37
84.412,-32.3717,4.31439,-7518.71
84.3266,-32.2716,4.2469,-7513.4
84.2399,-32.1696,4.17626,-7508.93
84.1522,-32.0653,4.10452,-7505.43
84.0635,-31.9595,4.05802,-7500.32
83.9738,-31.8522,4.01545,-7496.11
83.8832,-31.743,3.97269,-7491.65
83.7915,-31.6292,3.93041,-7486.1
83.6983,-31.5097,3.88826,-7479.92
83.6033,-31.3835,3.84636,-7472.44
83.5059,-31.2546,3.80528,-7467.08
83.4055,-31.1245,3.76501,-7464.92
83.3021,-30.9974,3.72765,-7463.77
83.1956,-30.8726,3.69072,-7465.4
83.0985,-30.7489,3.65491,-7465.27
83.0128,-30.6206,3.62072,-7461.49
82.9258,-30.4934,3.58682,-7457.47
82.8368,-30.365,3.55451,-7454.28
82.7453,-30.2352,3.52282,-7455.97
82.6514,-30.1037,3.48887,-7454.46
82.5555,-29.9743,3.45365,-7451.58
82.4581,-29.8451,3.41654,-7450.51
82.3596,-29.7153,3.37719,-7447.49
82.2606,-29.5835,3.3357,-7443.81
82.1613,-29.4491,3.29087,-7440.29
82.0618,-29.3149,3.25192,-7434.53
81.9623,-29.1814,3.2187,-7428.95
81.8625,-29.0469,3.18418,-7426.53
81.7619,-28.9141,3.14996,-7422.58
81.6605,-28.7914,3.11648,-7420.4
81.5578,-28.6706,3.08387,-7419.61
81.4535,-28.5513,3.05216,-7417.53
81.3476,-28.4338,3.02136,-7415.97
81.2396,-28.3166,2.99163,-7414.06
81.1294,-28.1991,2.96284,-7412.22
81.0169,-28.0831,2.93462,-7409.91
80.9021,-27.97,2.90666,-7408.43
80.7849,-27.8592,2.88042,-7405.68
80.6656,-27.7496,2.85304,-7401.75
80.5443,-27.6388,2.82794,-7397.12
80.4211,-27.5285,2.80247,-7391.99
80.296,-27.4185,2.77976,-7387.21
80.1691,-27.3108,2.75793,-7385.65
80.0407,-27.2057,2.73752,-7384.73
79.9112,-27.1037,2.71896,-7385.67
79.7811,-27.0059,2.70053,-7384.99
79.651,-26.9113,2.6839,-7384.19
79.5213,-26.8189,2.66755,-7381.75
79.392,-26.7276,2.65174,-7380.72
79.2635,-26.6387,2.63583,-7380.66
79.1361,-26.5513,2.62186,-7381.96
79.0104,-26.4689,2.60717,-7383.03
78.8867,-26.3892,2.59408,-7383.03
78.7656,-26.3117,2.5803,-7383.77
78.6475,-26.2363,2.5657,-7382.61
78.5328,-26.1601,2.55064,-7382.49
78.4219,-26.0885,2.53351,-7382.56
78.3153,-26.0172,2.535,-7381.81
78.2131,-25.9512,2.60468,-7383.57
78.1154,-25.8886,2.66753,-7381.28
78.0223,-25.8296,2.72527,-7381.7
77.9338,-25.7753,2.77514,-7381.52
77.8494,-25.7246,2.81859,-7381.02
77.7689,-25.6781,2.85534,-7379.22
77.6917,-25.6354,2.88029,-7378.84
77.6173,-25.5968,2.93301,-7377.46
77.5452,-25.5622,2.98478,-7376.69
77.4746,-25.5309,3.04777,-7374.49
77.4052,-25.5016,3.10955,-7371.79
77.3366,-25.4772,3.16831,-7370.74
77.2687,-25.4548,3.22425,-7370.08
77.201,-25.4357,3.27388,-7368.8
77.1337,-25.4214,3.31389,-7367.99
77.0666,-25.4127,3.34356,-7370.74
77.0001,-25.4083,3.35949,-7370.99
76.9343,-25.4086,3.35965,-7370.34
76.8696,-25.4109,3.34196,-7367.74
76.8064,-25.4131,3.31269,-7363.71
76.7448,-25.4159,3.32138,-7359.72
76.6852,-25.4196,3.31336,-7356.39
76.6279,-25.4242,3.30473,-7353.29
76.5732,-25.4301,3.28222,-7350.78
76.5215,-25.4378,3.27768,-7347.05
76.473,-25.4478,3.27194,-7342.7
76.4281,-25.4583,3.26905,-7337.77
76.3866,-25.4695,3.26938,-7332.89
76.3485,-25.4805,3.26697,-7327.4
76.3137,-25.4833,3.25988,-7322.37
76.2822,-25.4814,3.24759,-7316.86
76.2534,-25.4976,3.27975,-7311.83
76.2273,-25.5189,3.31976,-7307.88
76.2035,-25.5417,3.3439,-7303.42
76.1817,-25.5667,3.35359,-7299.67
76.1618,-25.5934,3.36609,-7294.28
76.1434,-25.6207,3.37301,-7288.6
76.1264,-25.6478,3.39397,-7281.3
76.1106,-25.6759,3.41465,-7275.55
76.0958,-25.7034,3.4376,-7269.49
76.0819,-25.7307,3.45893,-7264.12
76.0688,-25.7587,3.47485,-7258.45
76.0565,-25.7855,3.4808,-7252.84
76.0447,-25.8124,3.49309,-7246.32
76.0334,-25.8384,3.53859,-7239.03
76.0225,-25.8632,3.56809,-7234.64
76.0118,-25.8875,3.59564,-7229.24
76.0014,-25.9117,3.64161,-7224.78
75.9913,-25.9365,3.68699,-7218.99
75.9817,-25.9606,3.73619,-7213.14
75.973,-25.983,3.78755,-7207.32
75.9648,-26.0051,3.83625,-7201.4
75.9596,-26.0276,3.87481,-7197.13
75.9566,-26.0454,3.90341,-7191.31
75.9531,-26.0654,3.91692,-7186.88
75.9484,-26.0834,3.91669,-7181.86
75.9429,-26.1016,3.94269,-7179.24
75.9368,-26.1171,3.98204,-7173.71
75.9305,-26.1346,4.00777,-7169.21
75.9243,-26.1511,4.03914,-7166.33
75.9184,-26.1642,4.06779,-7161.65
75.9126,-26.1781,4.0907,-7158.25
75.9071,-26.1881,4.10213,-7152.38
75.9017,-26.1942,4.09931,-7149.35
75.8964,-26.2037,4.07898,-7146.7
75.8911,-26.2112,4.04191,-7144.9
75.8859,-26.2181,3.99137,-7144.92
75.8808,-26.225,3.97846,-7142.1
75.8757,-26.2323,3.98673,-7137.59
75.8705,-26.2386,3.988,-7136.13
75.8649,-26.2426,3.98073,-7131.98
75.8587,-26.244,3.96698,-7129.19
75.8519,-26.2439,3.93954,-7124.92
75.8441,-26.2419,3.89763,-7121.82
75.8354,-26.2399,3.83986,-7119.41
75.8257,-26.2376,3.76893,-7118.11
75.8151,-26.2361,3.68761,-7117.08
75.8039,-26.2348,3.59272,-7115.64
75.7922,-26.2331,3.54434,-7113.56
75.7801,-26.2297,3.48442,-7110
75.7678,-26.2254,3.41794,-7105.89
75.7553,-26.2174,3.3444,-7103.43
75.7425,-26.2071,3.26096,-7101.49
75.7296,-26.1973,3.25213,-7099.43
75.7167,-26.1882,3.26536,-7098.64
75.7062,-26.1805,3.27766,-7099.06
75.6962,-26.1726,3.28858,-7098.09
75.6862,-26.1665,3.29803,-7096.33
75.6767,-26.1613,3.30574,-7094.37
75.6676,-26.1553,3.31162,-7091.19
75.6588,-26.1469,3.31577,-7088.05
75.6502,-26.1365,3.3185,-7084.04
75.6416,-26.1248,3.31984,-7080.89
75.633,-26.1143,3.32006,-7078.26
75.6241,-26.1056,3.31927,-7077.81
75.6151,-26.0967,3.31732,-7077.54
75.6059,-26.0872,3.31476,-7074.78
75.5962,-26.0771,3.31155,-7069.83
75.586,-26.0663,3.3078,-7066.16
75.5748,-26.0547,3.30366,-7064.35
75.5625,-26.0423,3.29924,-7063.25
75.5491,-26.0312,3.29488,-7061.58
75.5348,-26.0201,3.29013,-7058.7
75.5194,-26.0072,3.28554,-7055.17
75.5028,-25.9917,3.28086,-7049.18
75.4848,-25.974,3.2764,-7044.55
75.4652,-25.9557,3.27212,-7043.02
75.4441,-25.937,3.26816,-7041.39
75.4218,-25.9194,3.26428,-7039.95
75.3985,-25.9024,3.26072,-7036.39
75.3742,-25.8844,3.25732,-7031.66
75.3489,-25.8647,3.2541,-7026.6
75.3226,-25.8433,3.25139,-7021.59
75.2952,-25.8218,3.24842,-7018.74
75.2669,-25.8004,3.24575,-7014.88
75.2378,-25.7788,3.24317,-7011.14
75.208,-25.7557,3.24051,-7005.64
75.1819,-25.7311,3.23783,-6999.75
75.1552,-25.7053,3.23501,-6995.86
75.1278,-25.6797,3.23207,-6992.82
75.0997,-25.6554,3.22896,-6991.71
75.071,-25.6326,3.22567,-6991.03
75.0417,-25.6107,3.22232,-6990.64
75.012,-25.5905,3.21845,-6986.9
74.9818,-25.5709,3.21429,-6984.28
74.9509,-25.5502,3.20986,-6982.71
74.9193,-25.5283,3.20511,-6980.71
74.8869,-25.5072,3.19953,-6978.39
74.8539,-25.4876,3.19315,-6976.31
74.8203,-25.47,3.18612,-6974.86
74.7866,-25.4547,3.17843,-6971.89
74.7528,-25.4406,3.16997,-6968.08
74.719,-25.4257,3.16078,-6963.28
74.6851,-25.4096,3.1508,-6954.41
74.6508,-25.3902,3.13985,-6945.49
74.6159,-25.3669,3.12835,-6937.1
74.5802,-25.3408,3.11632,-6930.29
74.5434,-25.3143,3.10397,-6925.74
74.5056,-25.2895,3.09143,-6922.6
74.4668,-25.2677,3.07891,-6920.5
74.4271,-25.2471,3.06662,-6918.71
74.3865,-25.2268,3.05461,-6915.79
74.345,-25.2066,3.04295,-6911.18
74.3025,-25.1867,3.03156,-6907.64
74.2588,-25.1667,3.02065,-6905.33
74.2141,-25.1461,3.01003,-6903.31
74.1684,-25.1257,3.10452,-6900.01
74.1218,-25.1047,3.19369,-6894.99
74.0744,-25.0818,3.27575,-6890.56
74.026,-25.0556,3.34829,-6885.24
73.9765,-25.0271,3.409,-6880.75
73.926,-24.998,3.47011,-6877.65
73.8745,-24.9682,3.5163,-6876.68
73.8222,-24.9399,3.56502,-6875.21
73.7692,-24.9113,3.62313,-6873.23
73.7156,-24.8828,3.73275,-6870.31
73.6616,-24.8546,3.83213,-6865.97
73.6072,-24.8264,3.916,-6863.37
73.5525,-24.797,3.9808,-6860.15
73.4976,-24.7646,4.02414,-6855.04
73.4424,-24.7307,4.04935,-6847.62
73.387,-24.6941,4.05476,-6840.64
73.3312,-24.6529,4.04466,-6835.31
73.2747,-24.6077,4.03096,-6830.96
73.2176,-24.562,4.10095,-6826.81
73.1598,-24.5181,4.15533,-6825.06
73.1017,-24.4767,4.18689,-6825.31
73.0433,-24.4361,4.19068,-6823.46
72.9847,-24.3955,4.16727,-6818.17
72.9261,-24.3529,4.11635,-6810.63
72.8673,-24.3075,4.04482,-6802.58
72.8081,-24.2588,3.94851,-6794.16
72.7484,-24.2066,3.87487,-6786.56
72.6879,-24.1506,3.87075,-6778.1
72.6265,-24.0917,3.85147,-6769.44
72.5639,-24.0316,3.81756,-6762.89
72.4999,-23.973,3.76781,-6757.59
72.4345,-23.917,3.69487,-6754.03
72.3679,-23.8621,3.60678,-6751.46
72.3,-23.8081,3.50277,-6745.51
72.2309,-23.7545,3.41877,-6737.35
72.1603,-23.7022,3.30097,-6728.53
72.088,-23.6485,3.26919,-6721.45
72.0141,-23.5925,3.24056,-6714.05
71.9386,-23.5325,3.20487,-6704.71
71.8613,-23.4688,3.15888,-6693.18
71.782,-23.403,3.10323,-6682.39
71.7005,-23.337,3.03623,-6676.18
71.6169,-23.273,2.95968,-6673.49
71.5317,-23.2104,2.87502,-6671.4
71.4454,-23.1488,2.77962,-6666.58
71.3582,-23.0874,2.67447,-6658.13
71.2701,-23.0271,2.55806,-6649.85
71.1811,-22.9664,2.49684,-6645.78
71.0914,-22.9036,2.42382,-6643.03
71.0011,-22.8407,2.36162,-6638.25
70.9105,-22.7812,2.34727,-6632.18
70.8198,-22.7236,2.33312,-6626.96
70.729,-22.6648,2.3191,-6621.67
70.6382,-22.6045,2.30571,-6616.21
70.5472,-22.5456,2.29284,-6608.96
70.4561,-22.4875,2.28044,-6603.13
70.365,-22.4297,2.26853,-6598.02
70.2737,-22.3712,2.25731,-6591.92
70.1822,-22.3125,2.24654,-6585.28
70.0904,-22.2556,2.23661,-6579.58
69.9984,-22.201,2.22718,-6575.05
69.9062,-22.1491,2.21826,-6572.15
69.8141,-22.0994,2.20988,-6568.19
69.7222,-22.0506,2.20215,-6562.31
69.6306,-22.0027,2.1946,-6554.28
69.5395,-21.95,2.19116,-6546.81
69.4496,-21.8779,2.18947,-6540.46
69.3608,-21.7985,2.18665,-6533.29
69.2728,-21.7229,2.18265,-6526.35
69.1856,-21.6561,2.17746,-6522.46
69.0993,-21.5979,2.1715,-6520.73
69.0142,-21.5459,2.16483,-6519.24
68.9305,-21.4984,2.15873,-6514.74
68.8486,-21.4556,2.15361,-6507.88
68.7679,-21.4191,2.14959,-6503.81
68.6874,-21.4003,2.14629,-6502.35
68.6068,-21.3926,2.14365,-6501.58
68.5261,-21.3848,2.14177,-6499.17
68.4455,-21.3788,2.14055,-6494.92
68.3656,-21.3751,2.13993,-6489.39
68.2873,-21.3712,2.13985,-6485.21
68.2094,-21.3654,2.14017,-6482.27
68.1321,-21.3591,2.14082,-6479.64
68.0558,-21.353,2.14186,-6476.2
67.9808,-21.3506,2.14288,-6474.1
67.9075,-21.3515,2.1443,-6472.18
67.8362,-21.3529,2.14584,-6470.71
67.7673,-21.3536,2.14748,-6469.31
67.7009,-21.3554,2.14932,-6464.48
67.6373,-21.3585,2.15128,-6459.38
67.5764,-21.3605,2.15329,-6455.85
67.5182,-21.3611,2.15602,-6454.49
67.4628,-21.3604,2.15836,-6450.98
67.41,-21.3601,2.16129,-6448.93
67.36,-21.3651,2.16456,-6448.03
67.3128,-21.3723,2.16824,-6448.58
67.2684,-21.3806,2.1723,-6450.18
67.2269,-21.3881,2.17708,-6447.99
67.1883,-21.3978,2.18231,-6443.86
67.1523,-21.4092,2.18852,-6439.59
67.1189,-21.4204,2.19554,-6436.85
67.0875,-21.43,2.20301,-6435.71
67.0582,-21.4397,2.21065,-6433.03
67.0307,-21.4504,2.22014,-6429
67.0057,-21.4625,2.2299,-6426.39
66.9851,-21.4734,2.24018,-6424.44
66.9662,-21.4843,2.25077,-6422.48
66.9488,-21.4946,2.26177,-6420.29
66.9329,-21.5077,2.27309,-6421.34
66.9187,-21.5214,2.2848,-6421.25
66.9062,-21.5367,2.29637,-6421.67
66.8953,-21.5541,2.30766,-6420.42
66.8859,-21.5736,2.31886,-6419.22
66.878,-21.5946,2.33,-6420.1
66.8714,-21.6169,2.34091,-6418.64
66.8661,-21.6407,2.35161,-6419.83
66.8624,-21.6675,2.36194,-6419.39
66.8602,-21.6955,2.37211,-6416.99
66.8596,-21.7226,2.38245,-6414.96
66.8603,-21.7496,2.39188,-6412.67
66.8623,-21.7773,2.40179,-6408.25
66.8655,-21.806,2.41122,-6408.22
66.8698,-21.8347,2.4208,-6407.4
66.8752,-21.863,2.43019,-6407.04
66.8816,-21.8914,2.43958,-6406.45
66.8889,-21.925,2.449,-6406.1
66.8972,-21.9607,2.4588,-6407.85
66.9066,-21.9972,2.46853,-6409.6
66.917,-22.0341,2.47849,-6411.25
66.9284,-22.0726,2.48869,-6409.25
66.9409,-22.1136,2.49903,-6407.65
66.9543,-22.1546,2.50972,-6408.11
66.9684,-22.1953,2.52634,-6408.95
66.9834,-22.233,2.56926,-6407.67
66.9992,-22.2722,2.61109,-6406.26
67.0158,-22.3124,2.65148,-6406.21
67.0332,-22.3539,2.68999,-6404.17
67.0513,-22.3939,2.72688,-6405.55
67.0703,-22.4328,2.7605,-6404.07
67.0901,-22.4722,2.79193,-6403.79
67.1107,-22.5104,2.82177,-6401.8
67.1322,-22.5496,2.84822,-6402.12
67.1544,-22.5872,2.8724,-6401.91
67.1776,-22.6241,2.89473,-6400.86
67.2016,-22.661,2.9146,-6400.73
67.2268,-22.6986,2.93246,-6399.94
67.253,-22.7356,2.94698,-6399.37
67.2803,-22.7719,2.96678,-6398.27
67.3088,-22.8073,2.99124,-6395.87
67.3384,-22.8433,3.01309,-6395.36
67.3693,-22.8759,3.03255,-6392.76
67.4013,-22.9087,3.04903,-6391.24
67.4343,-22.941,3.06355,-6388.12
67.4685,-22.9742,3.07603,-6388.07
67.5035,-23.0068,3.08614,-6385.63
67.5396,-23.0378,3.09392,-6385.64
67.5767,-23.0695,3.09917,-6383.95
67.6146,-23.1016,3.10387,-6379.86
67.6531,-23.134,3.10615,-6378.28
67.6921,-23.1666,3.10709,-6378.53
67.7315,-23.1978,3.10574,-6377.31
67.7712,-23.2287,3.10285,-6376.05
67.8112,-23.2611,3.09875,-6373.42
67.851,-23.2965,3.09263,-6372.35
67.8908,-23.3313,3.08599,-6371.61
67.9305,-23.3692,3.07649,-6372.1
67.9702,-23.4034,3.06607,-6368.89
68.0098,-23.4392,3.05492,-6364.98
68.049,-23.4742,3.0515,-6359
68.0878,-23.51,3.04654,-6354.66
68.1258,-23.5452,3.03978,-6352.3
68.1632,-23.58,3.03205,-6350.09
68.2,-23.6158,3.02232,-6347.42
68.2365,-23.654,3.02558,-6343.87
68.2726,-23.695,3.03825,-6338.76
68.3056,-23.7385,3.05143,-6335.93
